Sucursal,Producto,Año,Mes,Unidades_vendidas,Ingreso_total,Costo_total
Sucursal Norte,Coca Cola,2024,7,14386,78623262.6,61747909.67
Sucursal Norte,Fanta,2024,7,845,673202.65,415873.95
Sucursal Norte,Sprite,2024,7,5393,15410828.56,10182238.66
Sucursal Norte,7 Up,2024,7,5117,6928561.74,5367520.99
Sucursal Norte,Pepsi,2024,7,8168,27342416.29,20447932.83
Sucursal Centro,Coca Cola,2024,7,15259,88946737.56,66612690.04
Sucursal Centro,Fanta,2024,7,789,552117.23,377949.73
Sucursal Centro,Sprite,2024,7,5443,15120298.23,12079865.58
Sucursal Centro,7 Up,2024,7,5124,6992669.96,4849770.4
Sucursal Centro,Pepsi,2024,7,7949,29160145.03,20571298.78
Sucursal Sur,Coca Cola,2024,7,13272,69019601.6,51874495.5
Sucursal Sur,Fanta,2024,7,890,712600.19,464278.04
Sucursal Sur,Sprite,2024,7,4788,11997899.0,9561978.13
Sucursal Sur,7 Up,2024,7,5498,8600258.47,5531067.2
Sucursal Sur,Pepsi,2024,7,7632,28520068.35,19534581.79
Sucursal Norte,Coca Cola,2024,8,15706,97327900.74,62219755.42
Sucursal Norte,Fanta,2024,8,776,589906.32,437814.09
Sucursal Norte,Sprite,2024,8,5198,14621695.02,10148127.77
Sucursal Norte,7 Up,2024,8,5378,8315682.78,6238320.21
Sucursal Norte,Pepsi,2024,8,7619,24286131.41,16467799.96
Sucursal Centro,Coca Cola,2024,8,15890,85867567.56,59728897.22
Sucursal Centro,Fanta,2024,8,832,595936.13,402038.53
Sucursal Centro,Sprite,2024,8,5227,13908296.65,8862803.84
Sucursal Centro,7 Up,2024,8,5332,7637597.12,5736820.12
Sucursal Centro,Pepsi,2024,8,8319,27993595.0,17116844.36
Sucursal Sur,Coca Cola,2024,8,14518,87477330.79,67750425.26
Sucursal Sur,Fanta,2024,8,831,558427.15,422874.58
Sucursal Sur,Sprite,2024,8,4790,12887916.06,10256154.82
Sucursal Sur,7 Up,2024,8,5445,8036805.73,5345740.49
Sucursal Sur,Pepsi,2024,8,7251,23297406.25,16575632.19
Sucursal Norte,Coca Cola,2024,9,15756,95676725.31,74403671.38
Sucursal Norte,Fanta,2024,9,754,537533.65,373981.98
Sucursal Norte,Sprite,2024,9,5177,14914954.58,10261583.59
Sucursal Norte,7 Up,2024,9,5146,7197673.92,4618851.28
Sucursal Norte,Pepsi,2024,9,7666,24895666.9,19769563.9
Sucursal Centro,Coca Cola,2024,9,14593,83052564.64,63657940.14
Sucursal Centro,Fanta,2024,9,827,600066.83,457141.7
Sucursal Centro,Sprite,2024,9,5071,14642158.4,10989428.82
Sucursal Centro,7 Up,2024,9,5508,7804037.94,5038913.31
Sucursal Centro,Pepsi,2024,9,8178,27656569.96,18126972.43
Sucursal Sur,Coca Cola,2024,9,14988,78866849.08,54587664.2
Sucursal Sur,Fanta,2024,9,785,547241.19,404295.43
Sucursal Sur,Sprite,2024,9,5404,16090604.32,12810146.04
Sucursal Sur,7 Up,2024,9,5272,7854634.51,4821493.58
Sucursal Sur,Pepsi,2024,9,7654,25883400.93,16945065.32
Sucursal Norte,Coca Cola,2024,10,16018,96598797.2,69203827.69
Sucursal Norte,Fanta,2024,10,843,674988.41,494267.63
Sucursal Norte,Sprite,2024,10,4941,14972269.83,11130312.17
Sucursal Norte,7 Up,2024,10,5209,7366041.58,5851479.61
Sucursal Norte,Pepsi,2024,10,7341,24335954.55,18136979.62
Sucursal Centro,Coca Cola,2024,10,13354,69069415.15,42523788.29
Sucursal Centro,Fanta,2024,10,900,660311.08,420936.54
Sucursal Centro,Sprite,2024,10,4866,12892495.71,8482322.22
Sucursal Centro,7 Up,2024,10,4864,7479872.41,4920734.92
Sucursal Centro,Pepsi,2024,10,7632,24383592.85,18460428.45
Sucursal Sur,Coca Cola,2024,10,14844,81774737.62,56799093.32
Sucursal Sur,Fanta,2024,10,763,612693.28,482393.3
Sucursal Sur,Sprite,2024,10,4753,14116617.82,9567173.76
Sucursal Sur,7 Up,2024,10,5215,7379115.9,5100433.92
Sucursal Sur,Pepsi,2024,10,7311,24345591.07,18684604.83
Sucursal Norte,Coca Cola,2024,11,15414,92646443.8,66858445.72
Sucursal Norte,Fanta,2024,11,845,643574.0,396117.11
Sucursal Norte,Sprite,2024,11,5210,14577173.25,9237224.82
Sucursal Norte,7 Up,2024,11,5092,7626169.88,5017495.76
Sucursal Norte,Pepsi,2024,11,7337,28339269.11,21415062.24
Sucursal Centro,Coca Cola,2024,11,15251,93132910.86,61487344.48
Sucursal Centro,Fanta,2024,11,777,531802.61,325609.08
Sucursal Centro,Sprite,2024,11,4956,15014715.55,11447700.05
Sucursal Centro,7 Up,2024,11,4680,6861987.56,4295712.61
Sucursal Centro,Pepsi,2024,11,8486,31700594.32,24059949.43
Sucursal Sur,Coca Cola,2024,11,13889,78578735.31,49812091.59
Sucursal Sur,Fanta,2024,11,839,560687.08,360264.51
Sucursal Sur,Sprite,2024,11,5538,16049791.01,10331177.59
Sucursal Sur,7 Up,2024,11,5488,8655062.78,5700799.13
Sucursal Sur,Pepsi,2024,11,8586,32995945.99,23683192.43
Sucursal Norte,Coca Cola,2024,12,16079,96831340.03,69414178.21
Sucursal Norte,Fanta,2024,12,830,591266.04,464193.08
Sucursal Norte,Sprite,2024,12,4936,13797047.43,8656578.82
Sucursal Norte,7 Up,2024,12,5255,8194451.03,5054524.38
Sucursal Norte,Pepsi,2024,12,7763,25027351.02,15694862.69
Sucursal Centro,Coca Cola,2024,12,14144,81472258.92,60034091.25
Sucursal Centro,Fanta,2024,12,840,630424.99,406481.2
Sucursal Centro,Sprite,2024,12,5106,14166486.4,10950780.05
Sucursal Centro,7 Up,2024,12,5022,7395309.82,4755057.35
Sucursal Centro,Pepsi,2024,12,8730,32710414.84,21730029.6
Sucursal Sur,Coca Cola,2024,12,14585,89835426.35,55632004.29
Sucursal Sur,Fanta,2024,12,826,613949.89,408132.46
Sucursal Sur,Sprite,2024,12,4988,14663046.5,11657993.69
Sucursal Sur,7 Up,2024,12,4783,7076534.12,5005829.08
Sucursal Sur,Pepsi,2024,12,7752,29772990.84,19250196.7
